epoch,loss,mae,val_loss,val_mae
0,1040.524658203125,13.128870010375977,966.766845703125,12.503313064575195
1,815.0562133789062,7.7406697273254395,812.5870361328125,8.016958236694336
2,777.3359375,6.887272834777832,811.4088134765625,8.364514350891113
3,744.20751953125,6.136809825897217,767.1583251953125,7.58317232131958
4,716.5718994140625,5.6570658683776855,740.4282836914062,7.105090618133545
5,693.8729248046875,5.449914932250977,727.180908203125,7.098989963531494
6,666.0795288085938,4.951427936553955,743.5776977539062,8.976114273071289
7,646.11279296875,4.8107686042785645,691.3995361328125,7.442171096801758
8,622.2218627929688,4.530066967010498,675.8577270507812,7.430388927459717
9,601.6000366210938,4.353557109832764,657.0671997070312,7.6538825035095215
10,580.1631469726562,4.180765628814697,629.5167236328125,7.314769744873047
11,561.8885498046875,4.077908039093018,613.80908203125,7.208529472351074
12,543.21826171875,3.976074457168579,599.8414306640625,7.262783527374268
13,525.1846923828125,3.8438141345977783,589.2608642578125,7.356314659118652
14,507.60076904296875,3.7955384254455566,562.8967895507812,6.908502101898193
15,491.26104736328125,3.782803535461426,562.431640625,7.411210060119629
16,477.7543640136719,3.834554433822632,531.3094482421875,7.055428981781006
17,461.2543640136719,3.686638593673706,523.9401245117188,7.26760196685791
18,447.3023376464844,3.6943817138671875,513.0711669921875,7.600598335266113
19,432.2392272949219,3.5777130126953125,484.7057189941406,6.763558387756348
20,420.915283203125,3.6775729656219482,483.535888671875,7.009315490722656
21,409.1769104003906,3.6677298545837402,471.9508972167969,7.481256008148193
22,399.3037109375,3.7873647212982178,479.69488525390625,8.14830493927002
23,385.2951965332031,3.5816776752471924,461.52130126953125,7.461688995361328
24,374.1101379394531,3.5220956802368164,436.74700927734375,6.952757835388184
25,365.1332702636719,3.583691120147705,427.839599609375,6.957221984863281
26,357.0272521972656,3.6007823944091797,420.5467224121094,7.071967124938965
27,347.43450927734375,3.5255649089813232,420.4622497558594,7.402994632720947
28,338.7093505859375,3.611553430557251,406.5206298828125,7.487484931945801
29,327.6849365234375,3.377331256866455,391.0322265625,6.805764198303223
30,318.9203186035156,3.36887526512146,386.5472412109375,7.064056396484375
31,313.6083068847656,3.5154144763946533,383.9027099609375,7.255077838897705
32,308.0368957519531,3.4965641498565674,390.29931640625,7.577023029327393
33,299.92767333984375,3.4208781719207764,362.509765625,6.9153337478637695
34,290.06732177734375,3.295417547225952,371.23541259765625,7.668539047241211
35,283.88543701171875,3.329068183898926,368.5413818359375,7.883350372314453
36,280.42388916015625,3.4521424770355225,342.37445068359375,6.766922950744629
37,272.6318359375,3.2961812019348145,336.2357482910156,6.812457084655762
38,266.4470520019531,3.2783405780792236,330.6502380371094,6.718133449554443
39,257.5770263671875,3.1137969493865967,359.4209899902344,8.353900909423828
40,255.70103454589844,3.2438180446624756,331.5315856933594,7.267923831939697
41,250.28131103515625,3.1520464420318604,315.8463134765625,6.910311222076416
42,242.1570281982422,3.074552059173584,318.95391845703125,7.232235431671143
43,251.870849609375,3.769727945327759,324.349853515625,7.346401214599609
44,253.45046997070312,3.7424676418304443,367.4853515625,9.137091636657715
45,247.26229858398438,3.549255132675171,313.88232421875,6.969374656677246
46,236.4374237060547,3.1757941246032715,301.9019470214844,6.875649929046631
47,227.95443725585938,2.94663405418396,294.008056640625,6.7686591148376465
48,222.44503784179688,2.9518706798553467,299.705078125,7.142405033111572
49,215.3260498046875,2.7997074127197266,285.8189392089844,6.852756977081299
